incidencia_id,viaje_id,vehiculo_id,conductor_id,linea_id,fecha,anno,mes,hora_incidencia,tipo_incidencia,categoria,severidad,requiere_retirada,duracion_resolucion_min,vehiculo_sustituto,coste_estimado_eur
983,48706,29,15,2,2022-08-16,2022,8,14:02,Averia mecanica,Vehiculo,Alta,True,49,False,344.2
984,13610,3,3,5,2022-04-20,2022,4,07:22,Pinchazo,Vehiculo,Media,True,31,False,306.39
985,18786,13,27,8,2024-07-25,2024,7,21:31,Vandalismo,Seguridad,Media,False,92,False,458.94
986,39758,27,27,5,2024-04-07,2024,4,20:04,Vandalismo,Seguridad,Media,False,6,False,472.24
987,24217,26,26,5,2024-03-22,2024,3,11:51,Pinchazo,Vehiculo,Media,True,7,True,178.89
988,33986,9,23,10,2024-06-15,2024,6,23:25,Fallo climatizacion,Vehiculo,Baja,False,70,False,170.72
989,11626,35,7,7,2024-06-22,2024,6,12:21,Huelga parcial,Operacional,Alta,True,44,True,0.0
990,12137,42,14,10,2022-08-16,2022,8,01:51,Vandalismo,Seguridad,Media,False,20,False,212.93
991,12629,30,2,6,2023-07-15,2023,7,18:59,Retencion trafico,Externo,Baja,False,32,False,45.42
992,28348,41,13,9,2023-07-21,2023,7,07:53,Retencion trafico,Externo,Baja,False,82,False,38.65
993,43512,1,1,4,2023-03-02,2023,3,10:31,Vandalismo,Seguridad,Media,False,39,False,681.83
994,5873,36,22,8,2024-05-08,2024,5,19:37,Averia mecanica,Vehiculo,Alta,True,55,True,1847.06
995,48244,29,1,3,2024-03-13,2024,3,16:01,Fallo climatizacion,Vehiculo,Baja,False,5,False,295.51
996,33982,5,19,1,2024-07-14,2024,7,10:51,Retencion trafico,Externo,Baja,False,16,False,17.25
997,31261,14,14,7,2023-11-01,2023,11,10:15,Retencion trafico,Externo,Baja,False,11,False,40.79
998,12293,30,2,2,2022-07-27,2022,7,11:16,Accidente grave,Seguridad,Critica,True,12,True,8511.14
999,42287,36,8,7,2022-04-16,2022,4,13:31,Averia mecanica,Vehiculo,Alta,True,78,True,2777.47
1000,13665,16,2,2,2024-07-04,2024,7,21:31,Pasajero enfermo,Servicio,Media,False,33,False,3.05
1001,12951,16,16,8,2024-04-24,2024,4,13:54,Obras calzada,Externo,Media,False,18,False,0.0
1002,31757,6,6,9,2022-05-11,2022,5,10:00,Fallo electrico,Vehiculo,Alta,True,5,False,393.26
1003,14514,25,11,10,2024-03-29,2024,3,02:32,Pasajero enfermo,Servicio,Media,False,40,False,78.65
1004,20458,5,19,7,2022-10-26,2022,10,07:04,Fallo climatizacion,Vehiculo,Baja,False,9,False,106.18
1005,41547,10,24,4,2022-08-04,2022,8,13:30,Fallo climatizacion,Vehiculo,Baja,False,20,False,239.1
1006,851,12,12,3,2023-08-17,2023,8,06:41,Fallo electrico,Vehiculo,Alta,True,29,True,1003.11
1007,34768,35,21,8,2024-03-21,2024,3,22:07,Retencion trafico,Externo,Baja,False,42,False,35.38
1008,24913,8,22,4,2024-07-20,2024,7,14:35,Huelga parcial,Operacional,Alta,True,5,False,0.0
1009,17970,37,23,6,2024-10-12,2024,10,10:25,Accidente leve,Seguridad,Alta,True,54,False,1370.22
1010,28377,28,14,10,2022-10-27,2022,10,23:16,Huelga parcial,Operacional,Alta,True,77,True,0.0
1011,9890,21,7,7,2023-02-15,2023,2,14:34,Fallo electrico,Vehiculo,Alta,True,20,True,728.24
1012,46456,5,5,10,2024-02-12,2024,2,22:21,Pinchazo,Vehiculo,Media,True,33,False,267.07
1013,38500,29,1,10,2024-04-14,2024,4,22:47,Huelga parcial,Operacional,Alta,True,5,True,0.0
1014,16248,37,9,7,2024-08-29,2024,8,16:22,Obras calzada,Externo,Media,False,5,False,0.0
1015,8787,10,24,4,2023-10-31,2023,10,10:21,Huelga parcial,Operacional,Alta,True,65,True,0.0
1016,35430,25,11,2,2024-05-10,2024,5,14:24,Fallo electrico,Vehiculo,Alta,True,75,False,1828.72
1017,19104,37,9,5,2022-08-19,2022,8,15:54,Condiciones meteo,Externo,Media,False,26,False,0.0
1018,44143,2,16,9,2024-07-31,2024,7,15:53,Pasajero enfermo,Servicio,Media,False,10,False,67.23
1019,14787,4,4,1,2022-08-18,2022,8,12:04,Pinchazo,Vehiculo,Media,True,18,False,114.2
1020,18217,32,18,1,2023-10-01,2023,10,20:51,Condiciones meteo,Externo,Media,False,19,False,0.0
1021,29737,2,2,7,2022-10-21,2022,10,11:22,Condiciones meteo,Externo,Media,False,27,False,0.0
1022,18195,10,24,2,2022-08-28,2022,8,11:13,Pasajero enfermo,Servicio,Media,False,30,False,27.73
1023,42356,21,21,9,2024-07-21,2024,7,08:26,Huelga parcial,Operacional,Alta,True,250,True,0.0
1024,20186,27,27,6,2024-12-14,2024,12,21:03,Pinchazo,Vehiculo,Media,True,36,True,283.29
1025,38611,14,28,3,2023-03-29,2023,3,06:37,Accidente leve,Seguridad,Alta,True,12,True,3010.72
1026,22656,19,5,8,2024-04-21,2024,4,14:23,Vandalismo,Seguridad,Media,False,5,False,192.66
1027,31786,35,7,5,2023-07-10,2023,7,19:29,Accidente leve,Seguridad,Alta,True,44,True,1930.33
1028,36667,2,16,9,2022-07-21,2022,7,09:13,Pinchazo,Vehiculo,Media,True,23,False,257.53
1029,44905,8,22,10,2024-01-22,2024,1,22:57,Retencion trafico,Externo,Baja,False,20,False,4.16
1030,6080,33,5,6,2024-07-07,2024,7,14:30,Fallo climatizacion,Vehiculo,Baja,False,23,False,280.36
1031,15556,17,17,10,2024-08-13,2024,8,22:03,Vandalismo,Seguridad,Media,False,13,False,744.2
1032,48062,15,15,2,2022-11-15,2022,11,06:30,Obras calzada,Externo,Media,False,18,False,0.0
1033,24408,7,21,8,2023-12-28,2023,12,16:33,Accidente leve,Seguridad,Alta,True,22,True,2156.16
1034,44889,34,6,7,2024-07-17,2024,7,12:51,Vandalismo,Seguridad,Media,False,25,False,746.84
1035,6425,42,14,1,2022-10-26,2022,10,06:22,Pinchazo,Vehiculo,Media,True,6,True,139.65
1036,46203,4,4,9,2023-12-14,2023,12,22:13,Pinchazo,Vehiculo,Media,True,29,False,391.04
1037,42285,34,6,3,2024-07-24,2024,7,11:35,Pasajero enfermo,Servicio,Media,False,37,False,27.77
1038,45699,4,4,3,2022-12-24,2022,12,15:52,Vandalismo,Seguridad,Media,False,16,False,145.65
1039,41461,8,22,7,2024-06-08,2024,6,09:43,Huelga parcial,Operacional,Alta,True,20,True,0.0
1040,28418,27,27,8,2022-08-21,2022,8,11:13,Condiciones meteo,Externo,Media,False,15,False,0.0
1041,18151,8,8,1,2023-04-15,2023,4,14:51,Vandalismo,Seguridad,Media,False,5,False,373.32
1042,30624,7,21,2,2022-01-21,2022,1,08:05,Huelga parcial,Operacional,Alta,True,48,True,0.0
1043,3151,2,16,1,2024-02-24,2024,2,08:23,Condiciones meteo,Externo,Media,False,27,False,0.0
1044,18185,42,14,7,2022-02-03,2022,2,17:01,Fallo electrico,Vehiculo,Alta,True,5,True,1633.46
1045,26731,20,20,5,2023-01-16,2023,1,15:42,Retencion trafico,Externo,Baja,False,6,False,9.97
1046,12515,42,28,9,2024-04-28,2024,4,06:46,Condiciones meteo,Externo,Media,False,13,False,0.0
1047,36056,21,21,4,2024-04-29,2024,4,22:54,Condiciones meteo,Externo,Media,False,5,False,0.0
1048,40833,10,10,7,2023-03-06,2023,3,17:54,Pasajero enfermo,Servicio,Media,False,5,False,87.45
1049,34374,19,19,9,2022-05-27,2022,5,06:03,Accidente leve,Seguridad,Alta,True,37,True,3190.7
1050,45453,10,10,4,2023-04-03,2023,4,22:51,Huelga parcial,Operacional,Alta,True,103,True,0.0
1051,34308,37,9,1,2024-01-27,2024,1,12:49,Pinchazo,Vehiculo,Media,True,23,True,339.53
1052,46162,5,19,5,2024-04-16,2024,4,12:30,Obras calzada,Externo,Media,False,7,False,0.0
1053,37976,9,9,8,2022-07-03,2022,7,16:44,Retencion trafico,Externo,Baja,False,32,False,26.93
1054,21233,24,10,2,2023-02-27,2023,2,08:55,Condiciones meteo,Externo,Media,False,24,False,0.0
1055,20327,42,28,1,2022-03-12,2022,3,13:29,Condiciones meteo,Externo,Media,False,5,False,0.0
1056,27005,42,14,9,2023-02-16,2023,2,06:12,Accidente grave,Seguridad,Critica,True,288,True,3435.17
1057,45594,25,11,3,2022-01-26,2022,1,06:22,Pasajero enfermo,Servicio,Media,False,15,False,28.51
1058,25848,19,5,10,2024-08-27,2024,8,23:52,Pasajero enfermo,Servicio,Media,False,5,False,41.73
1059,7440,7,21,2,2022-01-04,2022,1,06:58,Fallo electrico,Vehiculo,Alta,True,63,False,1789.71
1060,37341,4,18,5,2024-11-30,2024,11,10:30,Obras calzada,Externo,Media,False,17,False,0.0
1061,10027,32,4,4,2024-05-02,2024,5,09:21,Retencion trafico,Externo,Baja,False,20,False,49.52
1062,20966,9,23,8,2024-12-27,2024,12,14:42,Pinchazo,Vehiculo,Media,True,32,False,383.19
1063,7285,20,6,3,2024-04-25,2024,4,07:54,Vandalismo,Seguridad,Media,False,5,False,464.99
1064,30275,36,8,1,2022-05-09,2022,5,07:47,Fallo electrico,Vehiculo,Alta,True,107,True,590.39
1065,49968,31,17,8,2022-06-17,2022,6,06:16,Accidente grave,Seguridad,Critica,True,49,True,2004.83
1066,31159,38,24,3,2023-02-01,2023,2,14:48,Averia mecanica,Vehiculo,Alta,True,21,False,1801.77
1067,15618,37,23,9,2024-09-15,2024,9,13:27,Condiciones meteo,Externo,Media,False,6,False,0.0
1068,9619,2,16,2,2022-11-14,2022,11,12:50,Fallo climatizacion,Vehiculo,Baja,False,5,False,219.66
1069,28873,20,6,3,2024-09-16,2024,9,06:22,Obras calzada,Externo,Media,False,22,False,0.0
1070,37268,15,1,8,2024-01-28,2024,1,07:44,Fallo electrico,Vehiculo,Alta,True,74,True,629.06
1071,18811,38,24,10,2022-03-10,2022,3,23:40,Condiciones meteo,Externo,Media,False,12,False,0.0
1072,32954,27,27,6,2023-02-10,2023,2,14:02,Obras calzada,Externo,Media,False,8,False,0.0
1073,29894,33,19,7,2023-06-29,2023,6,09:02,Pinchazo,Vehiculo,Media,True,5,False,242.28
1074,32505,40,26,6,2023-03-02,2023,3,08:40,Vandalismo,Seguridad,Media,False,8,False,514.15
1075,27732,13,13,6,2024-01-01,2024,1,18:29,Huelga parcial,Operacional,Alta,True,118,False,0.0
1076,31314,25,11,10,2023-06-02,2023,6,03:19,Fallo climatizacion,Vehiculo,Baja,False,8,False,204.37
1077,31845,10,10,7,2024-12-08,2024,12,13:53,Retencion trafico,Externo,Baja,False,14,False,49.62
1078,4274,33,19,3,2022-11-16,2022,11,09:08,Fallo electrico,Vehiculo,Alta,True,85,True,1506.67
1079,47404,29,1,4,2022-11-08,2022,11,08:12,Fallo electrico,Vehiculo,Alta,True,33,True,1926.97
1080,23362,11,11,9,2022-08-31,2022,8,14:51,Vandalismo,Seguridad,Media,False,5,False,744.63
1081,2323,14,28,6,2023-04-21,2023,4,20:42,Pasajero enfermo,Servicio,Media,False,12,False,32.52
1082,14973,22,22,5,2022-11-09,2022,11,17:51,Fallo climatizacion,Vehiculo,Baja,False,5,False,283.7
1083,16452,31,17,1,2024-07-26,2024,7,06:57,Pasajero enfermo,Servicio,Media,False,16,False,91.21
1084,14546,15,15,2,2024-01-20,2024,1,16:14,Condiciones meteo,Externo,Media,False,26,False,0.0
1085,19314,37,23,4,2022-01-13,2022,1,12:59,Fallo electrico,Vehiculo,Alta,True,11,True,1084.38
1086,23671,26,12,10,2024-07-30,2024,7,22:33,Fallo electrico,Vehiculo,Alta,True,16,False,1867.01
1087,37050,7,7,10,2023-04-20,2023,4,23:16,Condiciones meteo,Externo,Media,False,41,False,0.0
1088,45913,8,22,9,2022-07-12,2022,7,11:24,Accidente grave,Seguridad,Critica,True,80,True,13748.3
1089,26320,29,1,9,2022-05-29,2022,5,11:30,Accidente grave,Seguridad,Critica,True,5,True,13622.0
1090,33922,29,15,6,2022-04-16,2022,4,15:00,Averia mecanica,Vehiculo,Alta,True,8,True,2762.01
1091,6323,24,24,6,2022-10-25,2022,10,16:53,Vandalismo,Seguridad,Media,False,5,False,712.09
1092,466,5,19,1,2023-03-03,2023,3,15:27,Accidente grave,Seguridad,Critica,True,5,True,6044.72
1093,3254,21,7,2,2024-12-26,2024,12,16:40,Condiciones meteo,Externo,Media,False,22,False,0.0
1094,10987,26,12,4,2024-03-07,2024,3,10:11,Retencion trafico,Externo,Baja,False,17,False,18.39
1095,14751,10,24,3,2024-10-30,2024,10,17:04,Huelga parcial,Operacional,Alta,True,41,False,0.0
1096,14785,2,2,2,2024-08-19,2024,8,17:42,Pinchazo,Vehiculo,Media,True,5,True,168.87
1097,565,20,6,8,2022-03-28,2022,3,19:36,Pinchazo,Vehiculo,Media,True,10,False,267.85
1098,43127,36,8,10,2023-05-05,2023,5,23:20,Condiciones meteo,Externo,Media,False,23,False,0.0
1099,12725,42,14,1,2024-04-23,2024,4,18:20,Accidente grave,Seguridad,Critica,True,30,True,2057.9
1100,33808,41,13,3,2023-12-03,2023,12,20:14,Fallo climatizacion,Vehiculo,Baja,False,5,False,98.43
1101,7299,34,20,7,2023-05-19,2023,5,08:44,Fallo electrico,Vehiculo,Alta,True,80,True,1926.91
1102,25389,22,22,10,2022-05-08,2022,5,01:10,Pinchazo,Vehiculo,Media,True,14,True,204.76
1103,19686,31,3,8,2024-11-20,2024,11,21:23,Huelga parcial,Operacional,Alta,True,130,True,0.0
1104,34489,8,22,2,2023-08-14,2023,8,21:33,Retencion trafico,Externo,Baja,False,5,False,49.87
1105,37828,29,1,2,2023-08-16,2023,8,06:32,Condiciones meteo,Externo,Media,False,5,False,0.0
1106,3594,25,11,10,2024-08-18,2024,8,04:47,Pinchazo,Vehiculo,Media,True,32,True,328.36
1107,12401,12,26,5,2024-12-30,2024,12,13:01,Huelga parcial,Operacional,Alta,True,78,False,0.0
1108,29940,37,9,10,2023-05-24,2023,5,23:53,Averia mecanica,Vehiculo,Alta,True,6,True,2707.32
1109,24855,34,20,2,2023-04-05,2023,4,17:41,Vandalismo,Seguridad,Media,False,34,False,728.34
1110,21776,21,21,5,2022-05-16,2022,5,10:47,Pinchazo,Vehiculo,Media,True,12,False,230.54
1111,38919,28,28,10,2023-01-25,2023,1,22:41,Pinchazo,Vehiculo,Media,True,5,False,137.46
1112,7526,9,23,7,2024-11-03,2024,11,21:25,Accidente grave,Seguridad,Critica,True,5,False,14985.58
1113,8902,41,27,1,2024-07-15,2024,7,06:53,Fallo electrico,Vehiculo,Alta,True,9,True,318.83
1114,24779,42,28,9,2022-02-28,2022,2,08:30,Fallo electrico,Vehiculo,Alta,True,83,True,364.67
1115,40304,27,13,6,2024-07-06,2024,7,09:21,Condiciones meteo,Externo,Media,False,24,False,0.0
1116,39666,19,19,7,2024-01-26,2024,1,07:44,Accidente leve,Seguridad,Alta,True,89,True,899.79
1117,31513,14,14,8,2022-07-01,2022,7,06:34,Condiciones meteo,Externo,Media,False,92,False,0.0
1118,26723,12,12,4,2024-10-11,2024,10,16:20,Huelga parcial,Operacional,Alta,True,93,False,0.0
1119,11905,20,6,4,2023-12-28,2023,12,06:10,Averia mecanica,Vehiculo,Alta,True,113,True,2280.04
1120,32150,21,7,8,2024-08-25,2024,8,07:20,Accidente leve,Seguridad,Alta,True,122,True,3268.77
1121,48832,29,1,7,2024-07-24,2024,7,07:05,Condiciones meteo,Externo,Media,False,6,False,0.0
1122,21258,7,7,3,2024-08-22,2024,8,11:12,Accidente grave,Seguridad,Critica,True,19,False,7410.61
1123,43773,10,10,7,2024-01-07,2024,1,21:51,Condiciones meteo,Externo,Media,False,16,False,0.0
1124,42847,8,8,1,2023-06-07,2023,6,08:05,Vandalismo,Seguridad,Media,False,5,False,155.63
1125,32749,32,18,1,2024-03-15,2024,3,14:20,Pasajero enfermo,Servicio,Media,False,5,False,43.65
1126,34536,13,13,8,2024-09-19,2024,9,16:02,Accidente grave,Seguridad,Critica,True,59,True,3892.91
1127,31921,2,2,10,2023-06-05,2023,6,23:42,Pinchazo,Vehiculo,Media,True,5,True,357.52
1128,34537,14,14,8,2024-09-01,2024,9,09:21,Accidente leve,Seguridad,Alta,True,50,True,3738.99
1129,9074,3,3,6,2023-02-10,2023,2,18:32,Accidente grave,Seguridad,Critica,True,108,True,10275.87
1130,2339,30,16,3,2022-01-09,2022,1,21:25,Obras calzada,Externo,Media,False,5,False,0.0
1131,17027,18,4,3,2022-08-20,2022,8,09:00,Accidente leve,Seguridad,Alta,True,31,False,2544.86
1132,20215,14,28,1,2022-07-07,2022,7,16:04,Condiciones meteo,Externo,Media,False,18,False,0.0
1133,10993,32,18,2,2024-08-02,2024,8,21:50,Obras calzada,Externo,Media,False,5,False,0.0
1134,16340,3,17,1,2024-01-07,2024,1,06:25,Huelga parcial,Operacional,Alta,True,7,True,0.0
1135,49127,30,16,1,2023-11-11,2023,11,21:14,Pasajero enfermo,Servicio,Media,False,5,False,4.71
1136,42628,41,13,3,2023-08-07,2023,8,20:52,Huelga parcial,Operacional,Alta,True,85,False,0.0
1137,43377,34,6,6,2024-08-24,2024,8,18:57,Fallo climatizacion,Vehiculo,Baja,False,5,False,192.76
1138,7271,6,20,8,2022-03-10,2022,3,10:22,Vandalismo,Seguridad,Media,False,15,False,723.28
1139,26458,41,27,5,2022-09-21,2022,9,16:41,Pinchazo,Vehiculo,Media,True,17,True,368.59
1140,16282,29,15,8,2024-01-11,2024,1,07:17,Averia mecanica,Vehiculo,Alta,True,45,False,2374.76
1141,8727,34,20,3,2023-06-01,2023,6,11:39,Condiciones meteo,Externo,Media,False,20,False,0.0
1142,24193,2,2,9,2024-03-12,2024,3,20:20,Fallo climatizacion,Vehiculo,Baja,False,8,False,281.77
1143,29728,35,21,2,2024-04-12,2024,4,12:30,Obras calzada,Externo,Media,False,5,False,0.0
1144,1567,14,28,1,2024-06-22,2024,6,07:14,Fallo climatizacion,Vehiculo,Baja,False,5,False,164.5
1145,43977,4,18,10,2024-10-11,2024,10,22:27,Fallo climatizacion,Vehiculo,Baja,False,5,False,236.8
1146,11754,37,23,3,2024-05-04,2024,5,10:00,Obras calzada,Externo,Media,False,14,False,0.0
1147,37023,22,8,7,2022-02-01,2022,2,21:00,Fallo electrico,Vehiculo,Alta,True,54,True,1099.47
1148,34921,20,6,5,2023-12-24,2023,12,20:14,Condiciones meteo,Externo,Media,False,5,False,0.0
1149,13366,11,11,5,2022-02-07,2022,2,17:40,Huelga parcial,Operacional,Alta,True,34,True,0.0
1150,37399,20,20,1,2022-10-24,2022,10,21:12,Retencion trafico,Externo,Baja,False,14,False,48.13
1151,36169,8,22,5,2024-05-13,2024,5,22:21,Accidente grave,Seguridad,Critica,True,11,True,3712.83
1152,12426,37,23,4,2023-04-07,2023,4,22:01,Averia mecanica,Vehiculo,Alta,True,37,False,202.76
1153,645,16,2,6,2023-06-06,2023,6,15:42,Pasajero enfermo,Servicio,Media,False,20,False,75.67
1154,1040,33,5,8,2023-08-28,2023,8,21:52,Accidente grave,Seguridad,Critica,True,122,True,4301.79
1155,28077,22,22,1,2022-06-06,2022,6,20:19,Accidente grave,Seguridad,Critica,True,18,True,14773.87
1156,11215,2,16,9,2023-11-05,2023,11,17:50,Vandalismo,Seguridad,Media,False,6,False,665.23
1157,333,40,26,2,2023-08-19,2023,8,17:20,Fallo climatizacion,Vehiculo,Baja,False,12,False,243.26
1158,6484,17,17,9,2024-10-24,2024,10,19:02,Retencion trafico,Externo,Baja,False,8,False,39.65
1159,45639,28,28,9,2024-12-27,2024,12,20:42,Accidente grave,Seguridad,Critica,True,5,True,4664.73
1160,32733,16,2,9,2024-07-08,2024,7,08:34,Retencion trafico,Externo,Baja,False,10,False,33.66
1161,8179,32,4,7,2023-06-14,2023,6,13:32,Obras calzada,Externo,Media,False,17,False,0.0
1162,16759,2,16,7,2023-11-29,2023,11,06:38,Pasajero enfermo,Servicio,Media,False,7,False,11.17
1163,47722,11,11,8,2022-12-25,2022,12,10:13,Accidente leve,Seguridad,Alta,True,17,False,1829.48
1164,33288,25,25,8,2024-07-25,2024,7,07:21,Accidente grave,Seguridad,Critica,True,216,True,5331.37
1165,45683,30,16,4,2022-09-28,2022,9,06:20,Condiciones meteo,Externo,Media,False,36,False,0.0
1166,47934,13,27,8,2023-04-30,2023,4,19:56,Accidente leve,Seguridad,Alta,True,53,True,2649.83
1167,35573,42,14,4,2022-05-12,2022,5,15:40,Pasajero enfermo,Servicio,Media,False,7,False,64.27
1168,28810,41,27,8,2024-03-02,2024,3,13:38,Fallo electrico,Vehiculo,Alta,True,26,True,1492.35
1169,20362,35,7,4,2022-02-19,2022,2,20:23,Retencion trafico,Externo,Baja,False,53,False,37.4
1170,4450,41,27,4,2023-04-17,2023,4,20:00,Averia mecanica,Vehiculo,Alta,True,41,False,1147.72
1171,47535,34,20,5,2023-01-11,2023,1,18:00,Pasajero enfermo,Servicio,Media,False,5,False,28.91
1172,18204,19,5,1,2023-05-03,2023,5,10:10,Condiciones meteo,Externo,Media,False,17,False,0.0
1173,18727,38,24,9,2024-03-08,2024,3,11:02,Fallo electrico,Vehiculo,Alta,True,16,True,1166.59
1174,28132,35,21,7,2024-05-10,2024,5,08:41,Averia mecanica,Vehiculo,Alta,True,5,True,811.97
1175,12916,23,9,5,2022-05-27,2022,5,11:30,Pasajero enfermo,Servicio,Media,False,5,False,79.36
1176,46304,21,21,6,2023-03-23,2023,3,20:17,Vandalismo,Seguridad,Media,False,84,False,466.26
1177,39062,3,3,4,2022-04-06,2022,4,19:29,Pasajero enfermo,Servicio,Media,False,5,False,74.95
1178,15510,13,27,6,2023-07-20,2023,7,18:21,Retencion trafico,Externo,Baja,False,5,False,21.83
1179,16422,1,15,5,2022-01-11,2022,1,22:33,Vandalismo,Seguridad,Media,False,19,False,656.09
1180,2575,14,28,10,2023-04-18,2023,4,02:09,Accidente leve,Seguridad,Alta,True,74,True,2890.52
1181,38351,6,20,6,2024-02-15,2024,2,13:25,Vandalismo,Seguridad,Media,False,20,False,374.68
1182,34003,26,12,4,2023-09-27,2023,9,12:37,Fallo climatizacion,Vehiculo,Baja,False,8,False,57.97
1183,10601,18,18,4,2022-12-23,2022,12,16:21,Pasajero enfermo,Servicio,Media,False,32,False,74.54
1184,6937,8,22,8,2024-10-14,2024,10,19:32,Condiciones meteo,Externo,Media,False,9,False,0.0
1185,34097,36,22,2,2022-10-17,2022,10,21:41,Averia mecanica,Vehiculo,Alta,True,16,False,1830.02
1186,38823,16,16,8,2024-02-12,2024,2,19:14,Vandalismo,Seguridad,Media,False,5,False,148.96
1187,30889,20,6,9,2023-09-26,2023,9,16:06,Huelga parcial,Operacional,Alta,True,14,True,0.0
1188,1499,30,16,2,2022-05-05,2022,5,10:02,Fallo climatizacion,Vehiculo,Baja,False,33,False,69.42
1189,29446,5,19,2,2024-07-13,2024,7,06:39,Retencion trafico,Externo,Baja,False,5,False,22.42
1190,29518,35,7,8,2022-03-02,2022,3,18:00,Accidente leve,Seguridad,Alta,True,5,False,1272.25
1191,32132,3,17,3,2024-08-06,2024,8,18:23,Accidente grave,Seguridad,Critica,True,56,True,12475.48
1192,31915,38,24,8,2024-04-28,2024,4,10:42,Huelga parcial,Operacional,Alta,True,76,False,0.0
1193,20538,1,15,4,2022-10-09,2022,10,11:32,Accidente grave,Seguridad,Critica,True,9,True,6160.97
1194,31680,13,13,8,2022-02-07,2022,2,16:22,Retencion trafico,Externo,Baja,False,17,False,33.2
1195,28407,16,16,9,2022-05-02,2022,5,10:30,Huelga parcial,Operacional,Alta,True,5,True,0.0
1196,49271,6,20,7,2022-04-25,2022,4,16:31,Accidente grave,Seguridad,Critica,True,46,False,3903.55
1197,47069,30,2,5,2023-12-17,2023,12,15:31,Fallo climatizacion,Vehiculo,Baja,False,5,False,215.41
1198,28692,7,21,6,2024-05-14,2024,5,07:07,Huelga parcial,Operacional,Alta,True,8,True,0.0
1199,48330,31,3,2,2022-02-12,2022,2,14:50,Averia mecanica,Vehiculo,Alta,True,17,True,2009.68
1200,41821,32,18,10,2023-08-20,2023,8,02:00,Huelga parcial,Operacional,Alta,True,51,True,0.0
1201,13535,12,12,5,2024-09-01,2024,9,19:43,Averia mecanica,Vehiculo,Alta,True,142,True,1779.74
1202,35459,12,12,5,2022-12-03,2022,12,20:08,Obras calzada,Externo,Media,False,8,False,0.0
1203,4860,31,17,6,2024-03-08,2024,3,16:01,Fallo electrico,Vehiculo,Alta,True,65,True,1383.65
1204,30932,21,21,3,2022-05-30,2022,5,21:40,Obras calzada,Externo,Media,False,11,False,0.0
1205,14075,6,20,9,2024-09-12,2024,9,11:00,Fallo climatizacion,Vehiculo,Baja,False,7,False,265.44
1206,39012,37,9,9,2024-03-05,2024,3,17:41,Fallo electrico,Vehiculo,Alta,True,34,True,1817.77
1207,15445,32,18,7,2023-08-20,2023,8,07:12,Pinchazo,Vehiculo,Media,True,46,True,120.24
1208,42645,16,2,4,2023-01-31,2023,1,06:10,Retencion trafico,Externo,Baja,False,6,False,5.42
1209,42825,28,14,8,2024-03-09,2024,3,12:21,Vandalismo,Seguridad,Media,False,5,False,348.97
1210,485,24,10,7,2023-11-02,2023,11,14:01,Huelga parcial,Operacional,Alta,True,56,True,0.0
1211,40140,31,17,6,2023-12-03,2023,12,22:40,Fallo climatizacion,Vehiculo,Baja,False,5,False,185.31
1212,35249,12,26,4,2023-02-07,2023,2,22:40,Accidente grave,Seguridad,Critica,True,24,True,10752.99
1213,47553,10,10,3,2023-01-22,2023,1,22:03,Accidente leve,Seguridad,Alta,True,19,False,2711.49
1214,35752,11,25,8,2022-02-11,2022,2,06:40,Accidente leve,Seguridad,Alta,True,15,True,2707.99
1215,31135,14,28,9,2023-05-23,2023,5,09:30,Averia mecanica,Vehiculo,Alta,True,40,True,1503.75
1216,19233,40,26,2,2024-03-29,2024,3,09:52,Fallo climatizacion,Vehiculo,Baja,False,11,False,170.33
1217,14476,29,1,4,2023-08-15,2023,8,07:16,Accidente leve,Seguridad,Alta,True,47,True,3510.66
1218,29801,24,10,1,2024-10-23,2024,10,12:06,Huelga parcial,Operacional,Alta,True,73,False,0.0
1219,31802,9,23,6,2024-12-31,2024,12,18:53,Accidente leve,Seguridad,Alta,True,160,False,2743.67
1220,24676,23,9,10,2022-09-13,2022,9,23:46,Huelga parcial,Operacional,Alta,True,13,False,0.0
1221,5237,30,2,2,2023-09-03,2023,9,19:15,Pasajero enfermo,Servicio,Media,False,42,False,33.01
1222,28202,21,7,6,2022-03-21,2022,3,15:31,Fallo climatizacion,Vehiculo,Baja,False,24,False,290.2
1223,8043,22,8,9,2023-08-06,2023,8,17:49,Pinchazo,Vehiculo,Media,True,5,False,119.14
1224,3768,31,17,1,2024-06-15,2024,6,07:10,Retencion trafico,Externo,Baja,False,5,False,16.24
1225,31210,5,19,4,2023-03-17,2023,3,10:11,Huelga parcial,Operacional,Alta,True,36,False,0.0
1226,22330,29,15,3,2024-06-24,2024,6,06:27,Fallo climatizacion,Vehiculo,Baja,False,29,False,274.64
1227,37278,25,11,10,2022-10-26,2022,10,02:40,Pinchazo,Vehiculo,Media,True,13,True,152.95
1228,29833,14,14,7,2024-01-14,2024,1,06:44,Condiciones meteo,Externo,Media,False,8,False,0.0
1229,7525,8,22,10,2024-06-12,2024,6,22:28,Vandalismo,Seguridad,Media,False,98,False,595.48
1230,6808,5,5,4,2022-02-01,2022,2,13:31,Retencion trafico,Externo,Baja,False,5,False,3.9
1231,11099,12,12,4,2022-08-22,2022,8,19:01,Vandalismo,Seguridad,Media,False,20,False,458.55
1232,4730,27,27,3,2023-12-21,2023,12,15:01,Averia mecanica,Vehiculo,Alta,True,37,True,1220.4
