viaje_id,linea_id,vehiculo_id,conductor_id,parada_origen_id,parada_destino_id,fecha,anno,mes,dia_semana,es_festivo,franja_horaria,hora_salida_prog,hora_salida_real,hora_llegada_real,retraso_salida_min,duracion_real_min,pasajeros_subidos,ocupacion_pct,km_programados,km_recorridos,viaje_completado,consumo,tarifa_predominante_id
920,9,39,25,23,64,2022-06-11,2022,6,Saturday,True,Tarde,15:00,15:10,16:48,10,98,11.0,0.088,19.8,19.8,True,24.8,2
921,4,40,26,17,47,2023-09-01,2023,9,Friday,False,Manana punta,08:10,08:12,09:21,2,69,104.0,0.812,14.1,14.1,True,3.07,2
922,3,41,27,8,54,2022-02-17,2022,2,Thursday,False,Tarde,16:40,16:42,17:32,2,50,17.0,0.133,9.7,9.7,True,2.65,2
923,5,42,28,7,103,2023-01-05,2023,1,Thursday,False,Manana punta,07:30,07:33,08:10,3,37,74.0,0.578,7.3,7.3,True,2.4,5
924,7,1,1,21,98,2022-05-31,2022,5,Tuesday,False,Valle manana,13:50,13:53,14:25,3,32,45.0,0.352,8.9,8.9,True,3.14,5
925,3,2,2,8,84,2023-09-04,2023,9,Monday,False,Manana punta,06:10,06:10,06:56,0,46,110.0,0.859,9.7,9.7,True,4.07,9
926,8,3,3,35,43,2022-01-11,2022,1,Tuesday,False,Manana punta,08:50,08:50,09:40,0,50,122.0,0.938,12.6,12.6,True,4.85,3
927,3,4,4,6,57,2023-03-19,2023,3,Sunday,True,Tarde punta,20:00,20:21,21:12,21,51,104.0,0.8,9.7,9.7,True,3.1,2
928,8,5,5,32,96,2023-02-13,2023,2,Monday,False,Noche,21:20,21:22,22:23,2,61,21.0,0.168,12.6,12.6,True,4.6,3
929,7,6,6,26,54,2023-01-31,2023,1,Tuesday,False,Valle manana,10:10,10:11,10:54,1,43,35.0,0.189,8.9,8.9,True,3.02,3
930,10,7,7,21,120,2023-10-01,2023,10,Sunday,True,Noche,22:50,23:01,00:08,11,67,17.0,0.131,15.0,15.0,True,19.48,2
931,7,8,8,11,45,2024-05-29,2024,5,Wednesday,False,Valle manana,09:20,09:21,09:58,1,37,31.0,0.238,8.9,8.9,True,,9
932,5,9,9,21,95,2024-04-19,2024,4,Friday,False,Valle manana,10:50,10:55,11:34,5,39,49.0,0.392,7.3,7.3,True,7.63,5
933,6,10,10,1,81,2023-05-18,2023,5,Thursday,False,Manana punta,07:50,07:58,09:37,8,99,123.0,0.961,23.5,23.5,True,4.97,4
934,6,11,11,39,68,2023-03-14,2023,3,Tuesday,False,Valle manana,13:20,13:24,15:28,4,124,22.0,0.172,23.5,23.5,True,5.14,3
935,2,12,12,28,81,2023-07-24,2023,7,Monday,False,Tarde punta,18:50,18:59,19:39,9,40,84.0,0.656,11.2,11.2,True,4.02,5
936,4,13,13,8,98,2023-02-08,2023,2,Wednesday,False,Manana punta,06:30,06:31,07:34,1,63,174.0,0.967,14.1,14.1,True,5.06,2
937,6,14,14,30,77,2024-02-24,2024,2,Saturday,True,Valle manana,09:00,09:01,10:36,1,95,40.0,0.32,23.5,23.5,True,32.79,2
938,7,15,15,7,94,2022-03-17,2022,3,Thursday,False,Tarde punta,20:40,20:45,21:16,5,31,104.0,0.812,8.9,8.9,True,2.76,4
939,5,16,16,4,91,2023-10-12,2023,10,Thursday,False,Tarde punta,18:30,18:31,18:57,1,26,99.0,0.773,7.3,7.3,True,2.69,2
940,8,17,17,15,47,2024-10-07,2024,10,Monday,False,Tarde punta,20:00,20:01,21:06,1,65,73.0,0.57,12.6,12.6,True,3.96,5
941,3,18,18,24,109,2022-08-04,2022,8,Thursday,False,Noche,22:50,22:54,23:42,4,48,54.0,0.415,9.7,9.7,True,3.03,9
942,1,19,19,22,119,2023-06-16,2023,6,Friday,False,Tarde punta,20:00,20:12,21:20,12,68,109.0,0.838,18.4,18.4,True,5.71,5
943,7,20,20,10,115,2023-07-07,2023,7,Friday,False,Tarde punta,17:10,17:10,17:51,0,41,109.0,0.872,8.9,8.9,True,3.07,7
944,7,21,21,18,82,2024-07-04,2024,7,Thursday,False,Tarde punta,17:40,17:45,18:25,5,40,90.0,0.486,8.9,8.9,True,3.49,5
945,8,22,22,14,50,2023-04-08,2023,4,Saturday,True,Manana punta,07:20,07:20,08:22,0,62,101.0,0.777,12.6,12.6,True,13.82,1
946,8,23,23,14,116,2022-05-04,2022,5,Wednesday,False,Valle manana,09:50,09:50,10:39,0,49,52.0,0.4,12.6,12.6,True,13.13,5
947,9,24,24,9,69,2023-10-04,2023,10,Wednesday,False,Tarde punta,18:20,18:20,19:57,0,97,101.0,0.808,19.8,19.8,True,20.64,8
948,7,25,25,28,62,2024-07-15,2024,7,Monday,False,Tarde punta,20:40,21:00,21:34,20,34,75.0,0.586,8.9,8.9,True,1.66,4
949,10,26,26,31,108,2022-07-29,2022,7,Friday,False,Noche,22:50,22:53,23:48,3,55,35.0,0.273,15.0,8.65,False,1.79,3
950,5,27,27,28,106,2022-08-31,2022,8,Wednesday,False,Noche,21:00,21:00,21:30,0,30,42.0,0.328,7.3,7.3,True,2.6,2
951,8,28,28,19,65,2023-07-13,2023,7,Thursday,False,Valle manana,11:00,11:11,12:11,11,60,59.0,0.328,12.6,12.6,True,4.53,3
952,10,29,1,15,55,2023-07-20,2023,7,Thursday,False,Noche,23:40,23:52,00:57,12,65,22.0,0.176,15.0,15.0,True,20.75,1
953,1,30,2,26,91,2023-06-30,2023,6,Friday,False,Valle manana,09:40,09:45,10:53,5,68,14.0,0.109,18.4,18.4,True,7.12,3
954,4,31,3,39,77,2023-07-04,2023,7,Tuesday,False,Valle manana,13:10,13:11,14:22,1,71,30.0,0.234,14.1,14.1,True,4.8,4
955,2,32,4,16,62,2023-01-15,2023,1,Sunday,True,Tarde,14:50,14:50,15:43,0,53,29.0,0.227,11.2,11.2,True,4.7,2
956,2,33,5,12,74,2022-12-08,2022,12,Thursday,False,Manana punta,08:30,08:38,09:20,8,42,92.0,0.708,11.2,6.55,False,2.27,7
957,3,34,6,8,46,2022-01-20,2022,1,Thursday,False,Tarde,15:30,15:30,16:15,0,45,26.0,0.2,9.7,9.7,True,3.25,5
958,10,35,7,20,83,2023-08-19,2023,8,Saturday,True,Madrugada,04:40,04:40,05:37,0,57,48.0,0.384,15.0,15.0,True,4.7,3
959,6,36,8,34,117,2023-06-12,2023,6,Monday,False,Tarde punta,17:20,17:21,19:00,1,99,116.0,0.627,23.5,12.02,False,4.8,3
960,5,37,9,23,104,2024-11-29,2024,11,Friday,False,Tarde punta,18:00,18:00,18:27,0,27,58.0,0.446,7.3,7.3,True,10.2,1
961,10,38,10,35,98,2024-06-01,2024,6,Saturday,True,Noche,22:10,22:15,23:35,5,80,40.0,0.308,15.0,15.0,True,16.64,9
962,9,39,11,18,80,2022-12-25,2022,12,Sunday,True,Valle manana,10:50,10:54,12:17,4,83,5.0,0.04,19.8,19.8,True,27.29,2
963,10,40,12,23,77,2024-12-01,2024,12,Sunday,True,Madrugada,04:00,04:00,05:05,0,65,44.0,0.344,15.0,15.0,True,4.15,2
964,1,41,13,40,112,2024-10-18,2024,10,Friday,False,Noche,21:10,21:10,22:31,0,81,54.0,0.422,18.4,18.4,True,5.09,4
965,5,42,14,38,56,2024-09-24,2024,9,Tuesday,False,Valle manana,10:20,10:22,10:47,2,25,32.0,0.25,7.3,7.3,True,2.48,1
966,5,1,15,19,105,2022-01-11,2022,1,Tuesday,False,Valle manana,12:50,12:53,13:30,3,37,36.0,0.281,7.3,7.3,True,2.33,4
967,9,2,16,38,51,2022-11-14,2022,11,Monday,False,Noche,21:50,21:53,23:13,3,80,11.0,0.086,19.8,19.8,True,6.49,2
968,1,3,17,7,74,2024-08-27,2024,8,Tuesday,False,Noche,21:10,21:12,22:46,2,94,51.0,0.392,18.4,18.4,True,6.61,8
969,10,4,18,13,73,2023-09-29,2023,9,Friday,False,Noche,23:50,23:50,01:08,0,78,41.0,0.315,15.0,15.0,True,4.79,2
970,9,5,19,12,89,2023-02-13,2023,2,Monday,False,Valle manana,10:00,10:01,11:22,1,81,11.0,0.088,19.8,19.8,True,7.22,5
971,7,6,20,23,100,2022-07-16,2022,7,Saturday,True,Manana punta,07:30,07:31,08:14,1,43,148.0,0.8,8.9,8.9,True,3.52,3
972,8,7,21,9,119,2024-05-11,2024,5,Saturday,True,Noche,21:30,21:34,22:18,4,44,51.0,0.392,12.6,12.6,True,14.72,7
973,4,8,22,26,57,2024-11-14,2024,11,Thursday,False,Valle manana,11:40,11:40,12:44,0,64,57.0,0.438,14.1,14.1,True,18.36,3
974,1,9,23,7,83,2024-08-05,2024,8,Monday,False,Tarde punta,19:40,19:42,21:03,2,81,97.0,0.776,18.4,18.4,True,,3
975,5,10,24,4,67,2024-09-13,2024,9,Friday,False,Tarde punta,17:00,17:02,17:29,2,27,62.0,0.484,7.3,7.3,True,1.69,3
976,9,11,25,1,103,2024-10-11,2024,10,Friday,False,Manana punta,07:50,07:57,09:31,7,94,77.0,0.602,19.8,19.8,True,4.81,3
977,4,12,26,14,54,2022-08-23,2022,8,Tuesday,False,Manana punta,06:10,06:12,07:18,2,66,104.0,0.812,14.1,14.1,True,4.42,3
978,9,13,27,16,110,2024-06-27,2024,6,Thursday,False,Valle manana,11:00,11:00,12:21,0,81,46.0,0.256,19.8,19.8,True,6.45,2
979,10,14,28,16,62,2024-06-18,2024,6,Tuesday,False,Madrugada,04:00,04:00,05:05,0,65,11.0,0.088,15.0,15.0,True,19.91,3
980,9,15,1,24,76,2023-02-15,2023,2,Wednesday,False,Valle manana,13:20,13:27,14:47,7,80,16.0,0.125,19.8,19.8,True,7.57,3
981,2,16,2,25,42,2024-08-08,2024,8,Thursday,False,Valle manana,12:30,12:33,13:15,3,42,36.0,0.281,11.2,11.2,True,3.55,3
982,1,17,3,18,42,2024-06-29,2024,6,Saturday,True,Manana punta,06:20,06:24,08:03,4,99,78.0,0.609,18.4,18.4,True,7.38,9
983,6,18,4,33,49,2024-10-22,2024,10,Tuesday,False,Tarde punta,20:40,20:41,22:13,1,92,86.0,0.662,23.5,23.5,True,8.78,2
984,3,19,5,18,79,2023-12-22,2023,12,Friday,False,Tarde,16:40,16:43,17:23,3,40,58.0,0.446,9.7,9.7,True,3.98,8
985,2,20,6,33,108,2024-09-17,2024,9,Tuesday,False,Valle manana,11:30,11:37,12:29,7,52,82.0,0.656,11.2,11.2,True,4.47,2
986,6,21,7,15,53,2023-12-14,2023,12,Thursday,False,Tarde,15:30,15:31,16:56,1,85,49.0,0.265,23.5,23.5,True,9.46,4
987,8,22,8,12,90,2024-09-02,2024,9,Monday,False,Valle manana,11:10,11:10,12:18,0,68,30.0,0.231,12.6,12.6,True,13.79,5
988,7,23,9,24,118,2022-05-12,2022,5,Thursday,False,Manana punta,06:20,06:28,07:01,8,33,100.0,0.769,8.9,8.9,True,,3
989,1,24,10,13,73,2022-12-23,2022,12,Friday,False,Valle manana,10:50,10:55,12:15,5,80,65.0,0.52,18.4,18.4,True,22.5,3
990,5,25,11,6,115,2023-04-07,2023,4,Friday,False,Valle manana,09:10,09:10,09:41,0,31,16.0,0.125,7.3,7.3,True,1.89,1
991,2,26,12,35,50,2023-02-21,2023,2,Tuesday,False,Manana punta,06:10,06:27,07:26,17,59,86.0,0.672,11.2,11.2,True,2.47,2
992,9,27,13,40,112,2024-10-13,2024,10,Sunday,True,Manana punta,08:10,08:33,10:04,23,91,107.0,0.836,19.8,19.8,True,6.92,6
993,2,28,14,34,79,2024-06-17,2024,6,Monday,False,Valle manana,12:30,12:35,13:33,5,58,43.0,0.239,11.2,11.2,True,3.56,2
994,8,29,15,17,90,2023-04-18,2023,4,Tuesday,False,Manana punta,06:40,06:46,07:38,6,52,95.0,0.76,12.6,12.6,True,17.25,4
995,2,30,16,40,105,2022-11-20,2022,11,Sunday,True,Noche,22:00,22:00,22:51,0,51,40.0,0.312,11.2,11.2,True,4.17,2
996,10,31,17,2,45,2022-04-27,2022,4,Wednesday,False,Noche,22:40,22:45,23:51,5,66,26.0,0.203,15.0,15.0,True,5.05,2
997,5,32,18,4,71,2023-02-15,2023,2,Wednesday,False,Valle manana,11:00,11:01,11:28,1,27,54.0,0.422,7.3,7.3,True,2.94,3
998,10,33,19,36,102,2022-03-14,2022,3,Monday,False,Noche,22:30,22:46,23:56,16,70,25.0,0.192,15.0,15.0,True,4.67,9
999,5,34,20,20,70,2022-03-27,2022,3,Sunday,True,Manana punta,07:30,07:36,08:08,6,32,79.0,0.608,7.3,7.3,True,2.63,1
1000,1,35,21,2,111,2022-02-23,2022,2,Wednesday,False,Tarde punta,19:10,19:13,20:37,3,84,78.0,0.624,18.4,18.4,True,7.28,3
1001,7,36,22,8,119,2024-02-12,2024,2,Monday,False,Tarde punta,17:30,17:39,18:22,9,43,169.0,0.914,8.9,8.9,True,2.81,9
1002,6,37,23,27,109,2023-12-22,2023,12,Friday,False,Manana punta,08:30,08:43,10:48,13,125,67.0,0.515,23.5,23.5,True,23.59,3
1003,1,38,24,39,72,2023-05-27,2023,5,Saturday,True,Tarde punta,19:00,19:00,20:06,0,66,112.0,0.862,18.4,18.4,True,20.71,9
1004,3,39,25,23,69,2024-03-25,2024,3,Monday,False,Valle manana,13:00,13:00,13:46,0,46,79.0,0.632,9.7,9.7,True,10.5,3
1005,5,40,26,21,110,2024-01-22,2024,1,Monday,False,Tarde punta,19:20,19:21,19:59,1,38,122.0,0.953,7.3,7.3,True,1.97,3
1006,1,41,27,9,107,2023-12-11,2023,12,Monday,False,Tarde punta,20:50,20:56,22:35,6,99,120.0,0.938,18.4,18.4,True,3.46,2
1007,9,42,28,29,99,2023-03-08,2023,3,Wednesday,False,Manana punta,07:50,07:57,09:38,7,101,114.0,0.891,19.8,19.8,True,8.65,9
1008,1,1,1,6,48,2024-10-18,2024,10,Friday,False,Tarde punta,19:20,19:23,20:37,3,74,123.0,0.961,18.4,18.4,True,7.65,2
1009,10,2,2,28,109,2024-02-26,2024,2,Monday,False,Noche,23:30,23:37,00:42,7,65,72.0,0.562,15.0,15.0,True,5.3,1
1010,5,3,3,22,74,2022-03-06,2022,3,Sunday,True,Tarde,14:20,14:20,14:59,0,39,9.0,0.069,7.3,7.3,True,2.96,5
1011,10,4,4,4,54,2023-03-20,2023,3,Monday,False,Madrugada,02:50,02:50,04:07,0,77,63.0,0.485,15.0,15.0,True,5.4,3
1012,5,5,5,25,100,2024-12-31,2024,12,Tuesday,False,Valle manana,13:40,13:40,14:16,0,36,21.0,0.168,7.3,7.3,True,2.46,4
1013,4,6,6,16,110,2022-09-28,2022,9,Wednesday,False,Tarde punta,20:20,20:21,21:32,1,71,125.0,0.676,14.1,14.1,True,4.4,2
1014,10,7,7,1,56,2024-03-19,2024,3,Tuesday,False,Noche,23:20,23:22,00:22,2,60,34.0,0.262,15.0,15.0,True,19.63,2
1015,6,8,8,31,112,2023-06-26,2023,6,Monday,False,Tarde punta,20:30,20:53,22:36,23,103,102.0,0.785,23.5,23.5,True,32.58,2
1016,1,9,9,18,74,2022-06-12,2022,6,Sunday,True,Valle manana,10:40,10:44,12:08,4,84,36.0,0.288,18.4,18.4,True,20.3,6
1017,3,10,10,3,64,2023-04-11,2023,4,Tuesday,False,Tarde,16:10,16:11,17:01,1,50,28.0,0.219,9.7,9.7,True,1.97,4
1018,8,11,11,17,43,2023-10-12,2023,10,Thursday,False,Manana punta,06:50,06:51,07:40,1,49,121.0,0.945,12.6,12.6,True,3.52,4
1019,6,12,12,5,71,2022-04-02,2022,4,Saturday,True,Tarde,15:20,15:26,16:53,6,87,40.0,0.312,23.5,23.5,True,7.42,2
1020,10,13,13,2,82,2024-01-31,2024,1,Wednesday,False,Madrugada,05:30,05:29,06:23,-1,54,63.0,0.35,15.0,15.0,True,5.09,3
1021,6,14,14,24,46,2023-11-18,2023,11,Saturday,True,Noche,22:50,22:54,00:33,4,99,23.0,0.184,23.5,23.5,True,23.79,2
1022,3,15,15,33,115,2022-02-22,2022,2,Tuesday,False,Manana punta,07:10,07:13,08:02,3,49,91.0,0.711,9.7,9.7,True,3.97,4
1023,4,16,16,6,50,2024-02-15,2024,2,Thursday,False,Tarde punta,19:00,19:03,20:10,3,67,63.0,0.492,14.1,14.1,True,5.74,9
1024,4,17,17,34,47,2024-10-28,2024,10,Monday,False,Noche,22:50,22:50,23:54,0,64,18.0,0.141,14.1,14.1,True,5.68,3
1025,9,18,18,22,72,2024-12-01,2024,12,Sunday,True,Valle manana,12:20,12:21,13:38,1,77,54.0,0.415,19.8,19.8,True,8.47,5
1026,6,19,19,27,87,2023-04-18,2023,4,Tuesday,False,Valle manana,13:50,13:50,15:57,0,127,47.0,0.362,23.5,23.5,True,8.51,1
1027,9,20,20,27,70,2024-11-01,2024,11,Friday,False,Manana punta,07:20,07:20,08:55,0,95,24.0,0.192,19.8,19.8,True,7.18,3
1028,3,21,21,19,84,2023-05-17,2023,5,Wednesday,False,Tarde punta,19:30,19:38,20:25,8,47,155.0,0.838,9.7,9.7,True,3.73,2
1029,2,22,22,30,42,2024-04-16,2024,4,Tuesday,False,Valle manana,12:10,12:13,13:05,3,52,38.0,0.292,11.2,11.2,True,15.23,2
1030,7,23,23,28,44,2023-06-24,2023,6,Saturday,True,Tarde punta,18:50,19:12,19:59,22,47,84.0,0.646,8.9,8.9,True,9.02,4
1031,2,24,24,36,71,2022-09-29,2022,9,Thursday,False,Tarde,14:40,14:44,15:43,4,59,18.0,0.144,11.2,11.2,True,13.0,4
1032,2,25,25,3,50,2023-11-21,2023,11,Tuesday,False,Tarde punta,20:20,20:23,21:15,3,52,113.0,0.883,11.2,11.2,True,3.13,4
1033,6,26,26,31,58,2024-07-08,2024,7,Monday,False,Tarde punta,20:50,20:50,22:33,0,103,84.0,0.656,23.5,23.5,True,4.91,4
1034,10,27,27,21,97,2024-11-09,2024,11,Saturday,True,Noche,22:40,22:44,23:54,4,70,32.0,0.25,15.0,15.0,True,5.45,2
1035,10,28,28,34,115,2023-07-27,2023,7,Thursday,False,Madrugada,00:10,00:11,01:12,1,61,39.0,0.217,15.0,15.0,True,5.68,3
1036,7,29,1,14,96,2023-08-08,2023,8,Tuesday,False,Valle manana,11:20,11:20,12:04,0,44,42.0,0.336,8.9,8.9,True,,3
1037,10,30,2,11,77,2023-10-06,2023,10,Friday,False,Noche,23:10,23:15,00:11,5,56,26.0,0.203,15.0,15.0,True,5.42,9
1038,5,31,3,33,62,2022-08-06,2022,8,Saturday,True,Noche,21:50,21:51,22:20,1,29,22.0,0.172,7.3,7.3,True,2.75,1
1039,1,32,4,28,97,2023-02-04,2023,2,Saturday,True,Manana punta,06:00,06:13,07:30,13,77,66.0,0.516,18.4,18.4,True,7.96,3
1040,8,33,5,28,104,2023-08-28,2023,8,Monday,False,Noche,21:50,21:52,22:53,2,61,58.0,0.446,12.6,12.6,True,4.56,2
1041,3,34,6,15,50,2023-07-25,2023,7,Tuesday,False,Tarde punta,18:00,18:00,18:52,0,52,95.0,0.731,9.7,9.7,True,3.92,2
1042,9,35,7,21,45,2023-11-18,2023,11,Saturday,True,Valle manana,10:50,10:50,12:28,0,98,74.0,0.592,19.8,19.8,True,6.15,3
1043,9,36,8,1,72,2023-10-13,2023,10,Friday,False,Manana punta,08:40,08:44,10:19,4,95,123.0,0.665,19.8,19.8,True,6.04,2
1044,7,37,9,9,66,2023-03-27,2023,3,Monday,False,Tarde punta,17:20,17:24,18:03,4,39,71.0,0.546,8.9,8.9,True,10.67,3
1045,2,38,10,12,45,2024-11-23,2024,11,Saturday,True,Tarde punta,20:50,20:53,21:36,3,43,62.0,0.477,11.2,11.2,True,13.94,3
1046,5,39,11,20,70,2024-02-18,2024,2,Sunday,True,Tarde,16:10,16:14,16:48,4,34,41.0,0.328,7.3,7.3,True,7.83,6
1047,8,40,12,15,55,2024-09-30,2024,9,Monday,False,Tarde punta,19:30,19:32,20:31,2,59,116.0,0.906,12.6,12.6,True,2.64,9
1048,5,41,13,21,55,2024-05-09,2024,5,Thursday,False,Noche,22:20,22:28,22:57,8,29,29.0,0.227,7.3,7.3,True,1.44,2
1049,7,42,14,16,44,2022-09-20,2022,9,Tuesday,False,Tarde punta,19:30,19:32,20:18,2,46,82.0,0.641,8.9,8.9,True,3.42,2
1050,9,1,15,21,93,2023-03-17,2023,3,Friday,False,Tarde punta,20:30,20:37,21:48,7,71,89.0,0.695,19.8,19.8,True,6.67,3
1051,8,2,16,3,80,2024-05-20,2024,5,Monday,False,Valle manana,12:00,12:00,12:50,0,50,34.0,0.266,12.6,12.6,True,4.38,3
1052,4,3,17,9,118,2022-12-08,2022,12,Thursday,False,Tarde,14:50,14:50,15:42,0,52,49.0,0.377,14.1,14.1,True,5.44,3
1053,1,4,18,5,47,2024-02-16,2024,2,Friday,False,Manana punta,07:50,07:54,09:10,4,76,91.0,0.7,18.4,18.4,True,7.49,3
1054,6,5,19,11,88,2023-02-11,2023,2,Saturday,True,Noche,22:40,22:40,00:20,0,100,29.0,0.232,23.5,23.5,True,8.0,2
1055,4,6,20,33,91,2023-05-25,2023,5,Thursday,False,Noche,21:00,21:00,22:13,0,73,26.0,0.141,14.1,14.1,True,5.27,5
1056,1,7,21,8,89,2022-11-18,2022,11,Friday,False,Valle manana,10:00,10:01,11:13,1,72,37.0,0.285,18.4,18.4,True,20.41,4
1057,3,8,22,1,110,2023-07-07,2023,7,Friday,False,Tarde punta,20:00,20:03,20:38,3,35,85.0,0.654,9.7,9.7,True,11.31,3
1058,3,9,23,33,43,2022-07-15,2022,7,Friday,False,Tarde punta,18:30,18:35,19:12,5,37,69.0,0.552,9.7,9.7,True,10.96,2
1059,8,10,24,15,93,2023-02-20,2023,2,Monday,False,Manana punta,07:50,07:56,08:54,6,58,95.0,0.742,12.6,12.6,True,2.81,3
1060,8,11,25,26,88,2023-08-06,2023,8,Sunday,True,Tarde punta,20:40,20:51,21:47,11,56,64.0,0.5,12.6,12.6,True,3.52,5
1061,2,12,26,37,54,2024-07-15,2024,7,Monday,False,Valle manana,09:00,09:03,09:51,3,48,48.0,0.375,11.2,11.2,True,3.94,3
1062,6,13,27,32,116,2022-10-22,2022,10,Saturday,True,Tarde punta,19:00,19:01,20:27,1,86,152.0,0.844,23.5,23.5,True,9.9,2
1063,3,14,28,32,73,2024-04-05,2024,4,Friday,False,Tarde,16:30,16:33,17:17,3,44,49.0,0.392,9.7,9.7,True,9.93,3
1064,6,15,1,14,112,2022-11-05,2022,11,Saturday,True,Manana punta,06:50,07:10,08:58,20,108,109.0,0.852,23.5,23.5,True,7.07,5
1065,9,16,2,36,51,2024-10-20,2024,10,Sunday,True,Valle manana,10:50,10:52,12:10,2,78,41.0,0.32,19.8,19.8,True,7.28,8
1066,7,17,3,29,55,2022-06-08,2022,6,Wednesday,False,Valle manana,11:00,11:04,11:38,4,34,38.0,0.297,8.9,8.9,True,2.88,1
1067,7,18,4,26,42,2024-10-11,2024,10,Friday,False,Manana punta,08:40,08:51,09:30,11,39,69.0,0.531,8.9,8.9,True,3.35,2
1068,7,19,5,37,62,2023-08-26,2023,8,Saturday,True,Tarde punta,18:50,18:56,19:31,6,35,61.0,0.469,8.9,8.9,True,3.78,2
1069,9,20,6,14,83,2023-02-23,2023,2,Thursday,False,Tarde punta,19:50,19:55,21:19,5,84,108.0,0.864,19.8,19.8,True,7.25,8
1070,3,21,7,5,41,2022-12-03,2022,12,Saturday,True,Tarde,14:30,14:33,15:07,3,34,88.0,0.476,9.7,9.7,True,3.11,2
1071,4,22,8,5,85,2023-02-13,2023,2,Monday,False,Tarde punta,17:40,17:41,18:43,1,62,86.0,0.662,14.1,14.1,True,17.45,3
1072,4,23,9,20,88,2023-12-08,2023,12,Friday,False,Tarde,16:10,16:10,17:07,0,57,93.0,0.715,14.1,14.1,True,17.4,3
1073,7,24,10,18,63,2023-06-06,2023,6,Tuesday,False,Tarde,15:50,15:55,16:37,5,42,28.0,0.224,8.9,8.9,True,11.5,2
1074,2,25,11,38,118,2022-09-17,2022,9,Saturday,True,Tarde punta,19:40,20:05,20:58,25,53,70.0,0.547,11.2,11.2,True,2.66,2
1075,10,26,12,10,59,2024-08-27,2024,8,Tuesday,False,Noche,22:10,22:11,23:33,1,82,6.0,0.047,15.0,15.0,True,3.91,2
1076,1,27,13,31,82,2023-10-25,2023,10,Wednesday,False,Manana punta,07:00,07:05,08:14,5,69,94.0,0.734,18.4,18.4,True,6.62,2
1077,2,28,14,34,81,2023-05-09,2023,5,Tuesday,False,Tarde,15:30,15:35,16:31,5,56,69.0,0.383,11.2,11.2,True,3.92,3
1078,10,29,15,17,56,2023-03-15,2023,3,Wednesday,False,Madrugada,05:20,05:19,06:32,-1,73,48.0,0.384,15.0,15.0,True,17.94,3
1079,7,30,16,28,68,2023-12-15,2023,12,Friday,False,Manana punta,08:20,08:24,09:10,4,46,96.0,0.75,8.9,8.9,True,3.1,3
1080,4,31,17,13,41,2024-02-23,2024,2,Friday,False,Valle manana,11:50,11:56,13:13,6,77,39.0,0.305,14.1,14.1,True,4.94,3
1081,6,32,18,31,91,2022-07-12,2022,7,Tuesday,False,Noche,21:20,21:21,23:06,1,105,38.0,0.297,23.5,10.9,False,4.26,1
1082,5,33,19,39,99,2023-07-16,2023,7,Sunday,True,Tarde,16:40,16:41,17:18,1,37,19.0,0.146,7.3,7.3,True,3.14,3
1083,8,34,20,12,57,2022-08-01,2022,8,Monday,False,Manana punta,06:00,06:03,07:02,3,59,108.0,0.831,12.6,12.6,True,5.02,1
1084,2,35,21,13,119,2022-04-25,2022,4,Monday,False,Valle manana,12:50,12:58,13:38,8,40,26.0,0.208,11.2,11.2,True,4.21,4
1085,6,36,22,34,42,2023-10-11,2023,10,Wednesday,False,Tarde punta,20:10,20:16,22:20,6,124,157.0,0.849,23.5,23.5,True,10.16,9
1086,7,37,23,18,51,2024-05-02,2024,5,Thursday,False,Tarde punta,19:50,19:51,20:23,1,32,82.0,0.631,8.9,8.9,True,9.43,2
1087,1,38,24,1,80,2023-07-19,2023,7,Wednesday,False,Tarde,16:50,16:50,18:13,0,83,23.0,0.177,18.4,18.4,True,24.57,2
1088,6,39,25,6,64,2022-08-30,2022,8,Tuesday,False,Valle manana,11:40,11:44,13:45,4,121,29.0,0.232,23.5,23.5,True,24.33,4
1089,3,40,26,24,99,2023-10-13,2023,10,Friday,False,Tarde,15:00,15:00,15:48,0,48,42.0,0.328,9.7,9.7,True,1.96,1
1090,4,41,27,9,80,2023-09-23,2023,9,Saturday,True,Tarde punta,19:50,19:50,21:05,0,75,97.0,0.758,14.1,14.1,True,3.59,1
1091,5,42,28,13,63,2022-12-31,2022,12,Saturday,True,Valle manana,10:40,10:40,11:10,0,30,47.0,0.367,7.3,7.3,True,2.38,9
1092,5,1,1,34,98,2024-06-19,2024,6,Wednesday,False,Valle manana,10:30,10:31,11:01,1,30,32.0,0.25,7.3,7.3,True,2.98,5
1093,3,2,2,28,85,2022-03-17,2022,3,Thursday,False,Noche,21:40,21:40,22:21,0,41,5.0,0.039,9.7,9.7,True,3.2,3
1094,5,3,3,33,67,2023-03-01,2023,3,Wednesday,False,Valle manana,11:40,11:40,12:13,0,33,59.0,0.454,7.3,7.3,True,2.46,2
1095,8,4,4,30,116,2023-06-19,2023,6,Monday,False,Manana punta,06:00,06:19,07:16,19,57,81.0,0.623,12.6,12.6,True,4.62,2
1096,10,5,5,1,61,2024-02-13,2024,2,Tuesday,False,Madrugada,00:20,00:20,01:33,0,73,4.0,0.032,15.0,15.0,True,6.33,3
1097,6,6,6,35,64,2023-11-21,2023,11,Tuesday,False,Tarde,16:00,16:02,17:33,2,91,37.0,0.2,23.5,23.5,True,7.59,5
1098,8,7,7,24,117,2024-07-23,2024,7,Tuesday,False,Tarde,15:50,16:04,16:59,14,55,55.0,0.423,12.6,12.6,True,13.87,2
